,ticketid,subject,description,status_idup,priority_idup,user_id,created_at,Category,application_name,assigned_to,Resolution_notes,Resolution_code,resolved_date,resolution_notes_ITSM,resolved_by
1092,890,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,09-01-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1098,896,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,15-01-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,34.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1099,897,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,16-01-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,35.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1101,899,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,18-01-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,37.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1110,908,Laptop battery,Laptop battery draining,1,1,2,27-01-2023 00:45,Hardware,Hardware,raghav_it,,46.0,05-12-2022 13:29,give laptop,
1111,909,erp crash,erp crash,5,1,1,28-01-2023 00:45,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
1113,911,reset password,I forgot my sap account password.Want to reset it.,3,1,1,30-01-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1114,912,visual studio code,visual studio code licence expired,3,1,2,31-01-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
1115,913,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,01-02-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1116,914,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,03-12-2022 11:15,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1118,916,outlook,outlook frozen,3,1,6,05-12-2022 11:15,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1119,917,cant log in to vpn,cant log in to vpn,2,1,7,06-12-2022 11:15,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1128,926,sap crashing,sap crashing ,1,1,1,21-01-2023 11:15,Crash,SAP,,,,,,
1129,927,sap crashing,sap crashing ,1,1,1,22-01-2023 11:15,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1130,928,Not able to access ERP,Not able to access ERP,1,1,1,21-01-2023 11:15,Access,ERP,,,,,,
1131,929,Not able to access ERP,Not able to access ERP,1,1,1,22-01-2023 11:15,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1132,930,Sap password reset,Forgot sap password need reset,1,1,1,21-01-2023 11:15,Login,SAP,,,,,,
1133,931,Sap password reset,Forgot sap password need reset,1,1,1,22-01-2023 11:15,Login,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,18.0,17-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1134,932,Windows account locked,windows account locked need urgently,1,1,2,21-01-2023 11:15,Login,Windows,,,,,,
1135,933,Windows account locked,windows account locked need urgently,1,1,2,22-01-2023 11:15,Login,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,19.0,18-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1136,934,sap crashing,sap crashing,1,1,2,21-01-2023 11:15,Crash,SAP,,,,,,
1137,935,windows updated some features not working,Windows update done and now some features are not working,5,1,6,28-01-2023 16:23,Configuration,Windows,,,,07-12-2022 18:56,Windows version degraded to a lower version,
1138,936,sap crashing,sap crashing,1,1,2,29-01-2023 16:36,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,20.0,19-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1139,937,Laptop battery,Laptop battery draining,1,1,2,30-01-2023 16:49,Hardware,Hardware,,,,05-12-2022 13:29,give laptop,
1141,939,Laptop battery,Laptop battery draining,1,1,2,08-01-2023 17:15,Hardware,Hardware,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,22.0,05-12-2022 13:29,give laptop,
1146,944,reset password,I forgot my sap account password.Want to reset it.,3,1,1,26-12-2022 17:54,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1147,945,visual studio code,visual studio code licence expired,3,1,2,27-12-2022 17:54,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1148,946,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,28-12-2022 17:54,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1149,947,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,29-12-2022 17:54,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1150,853,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,15-01-2023 00:00,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1151,854,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,16-01-2023 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1152,855,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,17-01-2023 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1163,866,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,17-12-2022 06:00,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1164,867,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,14-12-2022 16:15,Login,Skype,,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1165,868,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,16-12-2022 17:15,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1166,869,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,14-12-2022 20:15,Configuration,Outlook,,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1167,870,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,17-12-2022 06:00,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1168,871,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,14-12-2022 16:15,Report,Engineering_tool,,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1169,872,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,16-12-2022 17:15,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1170,873,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,14-12-2022 20:15,Page_not_load,Hr_tool,,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1171,874,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,17-10-2022 06:00,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1172,875,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,14-12-2022 16:15,Login,Outlook,,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1184,887,reset password,I forgot my sap account password.Want to reset it.,3,1,1,22-01-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1185,888,visual studio code,visual studio code licence expired,3,1,2,23-01-2023 16:36,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1186,889,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,22-01-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1187,890,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,23-01-2023 16:36,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1193,896,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,23-01-2023 16:36,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,34.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1194,897,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,22-01-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,35.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1196,899,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,22-01-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,37.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1205,908,Laptop battery,Laptop battery draining,1,1,2,23-01-2023 16:36,Hardware,Hardware,raghav_it,,46.0,05-12-2022 13:29,give laptop,
1206,909,erp crash,erp crash,5,1,1,22-01-2023 00:45,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
1208,911,reset password,I forgot my sap account password.Want to reset it.,3,1,1,22-01-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1209,912,visual studio code,visual studio code licence expired,3,1,2,23-01-2023 16:36,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
1210,913,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,22-01-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1211,914,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,03-12-2022 11:15,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1213,916,outlook,outlook frozen,3,1,6,05-12-2022 11:15,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1214,917,cant log in to vpn,cant log in to vpn,2,1,7,06-12-2022 11:15,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1223,926,sap crashing,sap crashing ,1,1,1,21-01-2023 11:15,Crash,SAP,,,,,,
1224,927,sap crashing,sap crashing ,1,1,1,22-01-2023 11:15,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1225,928,Not able to access ERP,Not able to access ERP,1,1,1,21-01-2023 11:15,Access,ERP,,,,,,
1226,929,Not able to access ERP,Not able to access ERP,1,1,1,22-01-2023 11:15,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1227,930,Sap password reset,Forgot sap password need reset,1,1,1,21-01-2023 11:15,Login,SAP,,,,,,
1228,931,Sap password reset,Forgot sap password need reset,1,1,1,22-01-2023 11:15,Login,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,18.0,17-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1229,932,Windows account locked,windows account locked need urgently,1,1,2,21-01-2023 11:15,Login,Windows,,,,,,
1230,933,Windows account locked,windows account locked need urgently,1,1,2,22-01-2023 11:15,Login,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,19.0,18-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1231,934,sap crashing,sap crashing,1,1,2,21-01-2023 11:15,Crash,SAP,,,,,,
1232,935,windows updated some features not working,Windows update done and now some features are not working,5,1,6,28-01-2023 16:23,Configuration,Windows,,,,07-12-2022 18:56,Windows version degraded to a lower version,
1233,936,sap crashing,sap crashing,1,1,2,29-01-2023 16:36,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,20.0,19-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1234,937,Laptop battery,Laptop battery draining,1,1,2,30-01-2023 16:49,Hardware,Hardware,,,,05-12-2022 13:29,give laptop,
1236,939,Laptop battery,Laptop battery draining,1,1,2,08-01-2023 17:15,Hardware,Hardware,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,22.0,05-12-2022 13:29,give laptop,
1241,944,reset password,I forgot my sap account password.Want to reset it.,3,1,1,26-12-2022 17:54,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1242,945,visual studio code,visual studio code licence expired,3,1,2,27-12-2022 17:54,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1243,946,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,28-12-2022 17:54,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1244,947,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,29-12-2022 17:54,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
